"","X.1","X","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"1330",1532,1532,688,"2015-02-20","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,69,21,"winter",1,1
"1331",1533,1533,688,"2015-02-23","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,93,21,"winter",1,1
"1332",1534,1534,688,"2015-02-26","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,80,18,"winter",1,1
"1333",1535,1535,688,"2015-03-10","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,106,34,"summer",1,1
"1334",1536,1536,688,"2015-03-12","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,89,36,"summer",1,1
"1335",1537,1537,688,"2015-03-16","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,95,31,"summer",1,1
"1336",1538,1538,688,"2015-03-18","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,100,22,"summer",1,1
"1337",1539,1539,688,"2015-03-20","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,128,27,"summer",1,1
"1338",1549,1549,688,"2015-05-14","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,79,9,"summer",2,1
"1339",1550,1550,688,"2015-05-20","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,63,20,"summer",2,1
"1340",1552,1552,688,"2015-05-26","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,65,30,"summer",2,1
"1341",1553,1553,688,"2015-05-29","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,156,22,"summer",2,1
"1342",1554,1554,688,"2015-06-02","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,154,18,"summer",2,1
"1343",1555,1555,688,"2015-06-05","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,121,19,"summer",2,1
"1344",1556,1556,688,"2015-06-09","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,104,16,"summer",2,1
"1345",1557,1557,688,"2015-06-12","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,63,20,"summer",2,1
"1346",1558,1558,688,"2015-06-18","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,59,28,"summer",2,1
"1347",1559,1559,688,"2015-06-22","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,23,9,"summer",2,1
"1348",1560,1560,688,"2015-06-25","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,65,17,"summer",2,1
"1349",1561,1561,688,"2015-06-29","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,76,17,"summer",2,1
"1350",1562,1562,688,"2015-07-02","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,69,21,"rainy",2,1
"1351",1563,1563,688,"2015-07-06","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,82,37,"rainy",2,1
"1352",1564,1564,688,"2015-07-13","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,83,20,"rainy",2,1
"1353",1565,1565,688,"2015-07-16","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,41,13,"rainy",2,1
"1354",1566,1566,688,"2015-07-20","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,117,35,"rainy",2,1
"1355",1567,1567,688,"2015-07-23","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,53,14,"rainy",2,1
"1356",1568,1568,688,"2015-07-30","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,51,13,"rainy",2,1
"1357",1569,1569,688,"2015-08-03","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,35,9,"rainy",3,1
"1358",1570,1570,688,"2015-08-06","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,42,13,"rainy",3,1
"1359",1571,1571,688,"2015-08-10","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,33,12,"rainy",3,1
"1360",1572,1572,688,"2015-08-13","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,29,15,"rainy",3,1
"1361",1573,1573,688,"2015-08-21","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,44,14,"rainy",3,1
"1362",1574,1574,688,"2015-08-26","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,51,11,"rainy",3,1
"1363",1575,1575,688,"2015-09-03","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,62,21,"rainy",3,1
"1364",1576,1576,688,"2015-09-07","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,73,14,"rainy",3,1
"1365",1577,1577,688,"2015-09-10","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,91,31,"rainy",3,1
"1366",1578,1578,688,"2015-09-21","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,73,10,"rainy",3,1
"1367",1579,1579,688,"2015-09-25","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,74,12,"rainy",3,1
"1368",1580,1580,688,"2015-09-28","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,79,16,"rainy",3,1
"1369",1581,1581,688,"2015-10-05","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,72,14,"winter",3,1
"1370",1582,1582,688,"2015-10-13","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,78,36,"winter",3,1
"1371",1583,1583,688,"2015-10-16","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,70,22,"winter",3,1
"1372",1584,1584,688,"2015-10-28","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,71,18,"winter",3,1
"1373",1585,1585,688,"2015-10-31","Odisha","Bhubaneswar","Chandrasekharpur. Bhubneswar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,78,19,"winter",3,1
"1374",1586,1586,689,"2015-01-06","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,82,58,"winter",1,1
"1375",1587,1587,689,"2015-01-08","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,85,64,"winter",1,1
"1376",1588,1588,689,"2015-01-12","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,77,48,"winter",1,1
"1377",1589,1589,689,"2015-02-03","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,82,45,"winter",1,1
"1378",1590,1590,689,"2015-02-09","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,94,62,"winter",1,1
"1379",1591,1591,689,"2015-02-18","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,86,54,"winter",1,1
"1380",1592,1592,689,"2015-03-10","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,85,55,"summer",1,1
"1381",1593,1593,689,"2015-03-18","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,77,42,"summer",1,1
"1382",1594,1594,689,"2015-03-25","Odisha","Balasore","DIC, Office, Angaragadia","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,84,48,"summer",1,1
"1383",1625,1625,690,"2015-01-07","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",7,12,97,56,"winter",1,0
"1384",1626,1626,690,"2015-01-09","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",6,11,85,48,"winter",1,0
"1385",1627,1627,690,"2015-01-12","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",8,12,98,72,"winter",1,0
"1386",1628,1628,690,"2015-01-16","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",9,13,108,88,"winter",1,0
"1387",1629,1629,690,"2015-02-02","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",7,12,89,52,"winter",1,0
"1388",1630,1630,690,"2015-02-06","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",9,13,95,64,"winter",1,0
"1389",1631,1631,690,"2015-02-12","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",7,12,85,48,"winter",1,0
"1390",1632,1632,690,"2015-02-23","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",7,12,80,42,"winter",1,0
"1391",1633,1633,690,"2015-02-26","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",9,14,99,69,"winter",1,0
"1392",1634,1634,690,"2015-03-03","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",7,12,96,52,"summer",1,0
"1393",1635,1635,690,"2015-03-07","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",7,11,86,44,"summer",1,0
"1394",1636,1636,690,"2015-03-19","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",8,13,101,69,"summer",1,0
"1395",1637,1637,690,"2015-03-24","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",7,12,96,62,"summer",1,0
"1396",1638,1638,690,"2015-03-31","Odisha","Balasore","Rasulpur, Near Balgopalpur Industrial Area","Odisha State Pollution Control Board","Industrial Area",7,11,87,50,"summer",1,0
"1397",1681,1681,691,"2015-09-01","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",11,11,62,31,"rainy",3,0
"1398",1682,1682,691,"2015-09-03","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",11,11,123,36,"rainy",3,0
"1399",1683,1683,691,"2015-09-08","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",13,11,85,35,"rainy",3,0
"1400",1684,1684,691,"2015-09-11","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",11,12,120,36,"rainy",3,0
"1401",1685,1685,691,"2015-09-15","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",12,11,94,40,"rainy",3,0
"1402",1686,1686,691,"2015-09-19","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",11,11,76,25,"rainy",3,0
"1403",1687,1687,691,"2015-09-22","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",10,11,64,29,"rainy",3,0
"1404",1688,1688,691,"2015-09-24","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",10,12,130,44,"rainy",3,0
"1405",1689,1689,691,"2015-09-29","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",11,11,113,44,"rainy",3,0
"1406",1690,1690,691,"2015-10-01","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",14,12,96,37,"winter",3,0
"1407",1691,1691,691,"2015-10-06","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",12,11,97,38,"winter",3,0
"1408",1692,1692,691,"2015-10-10","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",12,12,138,49,"winter",3,0
"1409",1693,1693,691,"2015-10-13","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",14,12,119,34,"winter",3,0
"1410",1694,1694,691,"2015-10-16","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",15,11,92,30,"winter",3,0
"1411",1695,1695,691,"2015-10-20","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",16,11,140,39,"winter",3,0
"1412",1696,1696,691,"2015-10-28","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",13,11,130,38,"winter",3,0
"1413",1697,1697,691,"2015-11-03","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",18,12,60,29,"winter",3,0
"1414",1698,1698,691,"2015-11-05","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",15,13,92,31,"winter",3,0
"1415",1699,1699,691,"2015-11-11","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",26,24,133,42,"winter",3,0
"1416",1700,1700,691,"2015-11-13","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",11,12,289,61,"winter",3,0
"1417",1701,1701,691,"2015-11-17","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",14,12,102,29,"winter",3,0
"1418",1702,1702,691,"2015-11-21","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",16,13,127,35,"winter",3,0
"1419",1703,1703,691,"2015-11-27","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",13,12,143,37,"winter",3,0
"1420",1704,1704,691,"2015-12-01","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",18,15,160,56,"winter",4,0
"1421",1705,1705,691,"2015-12-04","Odisha","Paradeep","Over the STP of M/s IFFCO Ltd.","Odisha State Pollution Control Board","Industrial Area",20,13,90,29,"winter",4,0
